Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
East Melbourne,138 Powlett St,4,h,4150000,S,Caine,01-04-2017,3002,Northern Metropolitan,3040,1.3,Melbourne City Council
Edithvale,17 Joffre Av,3,h,1130000,S,hockingstuart/hockingstuart,01-04-2017,3196,South-Eastern Metropolitan,2546,27,Kingston City Council
Elsternwick,29 Downshire Rd,3,t,1683000,S,Biggin,01-04-2017,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,32 Downshire Rd,4,h,,S,RT,01-04-2017,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elsternwick,2 Park St,3,h,2250000,VB,Biggin,01-04-2017,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Eltham,14 Floriston Gr,3,h,840500,SP,Morrison,01-04-2017,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,14 Lamorna Ct,3,h,900000,S,Barry,01-04-2017,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham,89 Napoleon St,3,h,837000,S,Morrison,01-04-2017,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham North,34 Weidlich Rd,4,h,1000000,S,Barry,01-04-2017,3095,Eastern Metropolitan,2346,18,Banyule City Council
Elwood,8/74 Mitford St,1,u,,PI,Chisholm,01-04-2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,15/125 Ormond Rd,2,u,800000,S,Chisholm,01-04-2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,3/22 Shelley St,2,u,805000,S,Chisholm,01-04-2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,9/30 Shelley St,3,u,,SP,Chisholm,01-04-2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,3/115 Tennyson St,2,u,,SP,Whiting,01-04-2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,68 Tennyson St,4,h,2985000,S,Kay,01-04-2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,8 Wimbledon Av,5,h,,S,Chisholm,01-04-2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Endeavour Hills,6 Fleming Cl,4,h,690000,S,O'Brien,01-04-2017,3802,South-Eastern Metropolitan,8443,28.5,Casey City Council
Epping,50 Farmhouse Bvd,3,h,497000,S,Harcourts,01-04-2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,24 Guinea Ct,3,h,507500,S,Love,01-04-2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,29 Inverloch St,5,h,1010000,S,Ray,01-04-2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Essendon,40 Bradshaw St,4,h,1930000,S,Nelson,01-04-2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,118 Deakin St,4,h,1399000,S,Nelson,01-04-2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,23 Gilbertson St,3,h,1512000,S,Nelson,01-04-2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,12 McCarron Pde,4,h,2000000,SP,Frank,01-04-2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,6/46 Richardson St,3,u,552000,S,Rendina,01-04-2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,12/25 Winifred St,2,u,860000,S,Nelson,01-04-2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon North,2B Cowper St,4,h,946000,S,Nelson,01-04-2017,3041,Western Metropolitan,1308,8.2,Moonee Valley City Council
Essendon West,32 Garnet St,3,h,1430000,S,Nelson,01-04-2017,3040,Western Metropolitan,588,7.5,Moonee Valley City Council
Fairfield,232 Darebin Rd,4,h,1270000,SA,RT,01-04-2017,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fawkner,13 Birchwood St,3,h,635000,S,Barry,01-04-2017,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,22 Emma St,3,h,630000,PI,Love,01-04-2017,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,9 Emma St,3,h,705000,S,Brad,01-04-2017,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,13 Minona St,3,t,625000,S,Brad,01-04-2017,3060,Northern Metropolitan,5070,13.1,Hume City Council
Ferntree Gully,2 California Cr,3,h,665508,SP,Barry,01-04-2017,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Ferntree Gully,32 Gaydon St,3,h,691000,S,Win,01-04-2017,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Ferntree Gully,2/25 Hutton Av,3,h,,PN,Biggin,01-04-2017,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Ferntree Gully,12 Kingston St,4,h,815000,S,Schroeder,01-04-2017,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Ferntree Gully,50 Wattletree Rd,3,h,730000,S,Biggin,01-04-2017,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Fitzroy,36 Palmer St,4,h,,S,Nelson,01-04-2017,3065,Northern Metropolitan,5825,2.1,Yarra City Council
Fitzroy,7/19 Victoria St,1,u,720000,SP,Jellis,01-04-2017,3065,Northern Metropolitan,5825,2.1,Yarra City Council
Fitzroy North,64 Barkly St,3,h,1890000,S,Nelson,01-04-2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,6 Ivan St,3,h,1454000,S,Nelson,01-04-2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,123 Miller St,4,h,2061000,S,Nelson,01-04-2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,497 Napier St,3,h,1310000,SP,Nelson,01-04-2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,5/240 Queens Pde,2,u,995000,S,Nelson,01-04-2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,88 Rowe St,4,h,3259000,S,Jellis,01-04-2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,245 Scotchmer St,5,h,,S,Nelson,01-04-2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,89 Scotchmer St,3,h,,S,Nelson,01-04-2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,53 Tait St,2,h,1325000,S,Collins,01-04-2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Footscray,509/250 Barkly St,1,u,331000,SP,McGrath,01-04-2017,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Footscray,3 Railway Pl,3,h,1000000,PI,Jas,01-04-2017,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Footscray,12 Swan St,2,t,771000,S,Jas,01-04-2017,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Forest Hill,4 Lowana Cr,3,h,1260000,S,Barry,01-04-2017,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
Frankston,21 Glenview Cr,3,h,508000,S,Eview,01-04-2017,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,6 Yuille St,2,h,501500,S,McGrath,01-04-2017,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston North,5 Silvertop St,3,h,450000,S,Aquire,01-04-2017,3200,Eastern Victoria,2500,36.9,Frankston City Council
Frankston South,56 Christopher Dr,4,h,351000,SP,O'Brien,01-04-2017,3199,South-Eastern Metropolitan,7566,38,Frankston City Council
Gladstone Park,6 Reeves Cl,4,h,650000,S,Raine,01-04-2017,3043,Western Metropolitan,3285,12.9,Hume City Council
Glen Iris,1C Belmont Av,3,t,,S,Jellis,01-04-2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,18 Creswick St,3,h,3730000,S,Wilson,01-04-2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,2A Dundas St,3,h,1225000,S,Buxton,01-04-2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,6/4 Hillside Pde,3,t,,S,Jellis,01-04-2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,14b Lithgow St,4,h,1500000,VB,Marshall,01-04-2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,39 Mills St,4,h,,S,Marshall,01-04-2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,30 Peate Av,4,h,,S,Jellis,01-04-2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Waverley,2/97 Bogong Av,4,t,1100080,SP,McGrath,01-04-2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,16 Botanic Dr,4,h,1520000,SP,LLC,01-04-2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,28 Edith St,7,h,1716000,S,Harcourts,01-04-2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,40 Fraser St,5,h,1100000,PI,Roger,01-04-2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,6 Harvie St,4,h,1467000,S,Harcourts,01-04-2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,24 Pepperell Av,3,h,1600000,PI,Fletchers,01-04-2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,43 Ranfurlie Dr,4,h,1311000,S,Ray,01-04-2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,5 Sutton Ct,3,h,,PI,Harcourts,01-04-2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glenroy,69A Maude Av,3,t,582000,S,Eview,01-04-2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Gowanbrae,29 Balerno Cir,3,h,536000,S,Nelson,01-04-2017,3043,Western Metropolitan,1071,12.9,Moreland City Council
Gowanbrae,140 Gowanbrae Dr,3,h,696000,S,Jellis,01-04-2017,3043,Western Metropolitan,1071,12.9,Moreland City Council
Greensborough,2 Akima Cl,3,h,757000,S,Darren,01-04-2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,49 Albion Cr,4,h,860000,PI,Ray,01-04-2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,12 Armstrong St,3,h,768000,S,Fletchers,01-04-2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,109 Delta Rd,4,h,812000,S,Barry,01-04-2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,207 Hickling Av,3,h,782000,S,Buckingham,01-04-2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,30 Kempston St,3,h,725000,S,Ray,01-04-2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,2/18 Lorimer St,4,h,680000,S,Barry,01-04-2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greensborough,13 Ridge Rd,3,h,882000,S,Darren,01-04-2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greenvale,3 Clifton Rd,4,h,,SN,Barry,01-04-2017,3059,Northern Metropolitan,4864,20.4,Hume City Council
Greenvale,2 Wichill Cl,4,h,632000,S,Jason,01-04-2017,3059,Northern Metropolitan,4864,20.4,Hume City Council
Hadfield,23 David St,4,h,,PI,Brad,01-04-2017,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hadfield,4 Knole St,4,h,812000,S,Barry,01-04-2017,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hadfield,15 Regent St,3,h,837000,S,Stockdale,01-04-2017,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hadfield,30 Tristan Ct,3,h,473000,SP,Nelson,01-04-2017,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hampton,42 Earlsfield Rd,4,h,,S,RT,01-04-2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,21 Grout St,3,h,2288500,S,Hodges,01-04-2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,307/427 Hampton St,2,u,750000,S,hockingstuart,01-04-2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,2/2 Myrtle Rd,3,t,1510000,S,Buxton,01-04-2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,229 Thomas St,3,h,1500000,PI,Nick,01-04-2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hawthorn,6/32 Berkeley St,3,u,855000,S,Jellis,01-04-2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,12 Colvin Gr,3,h,,S,Marshall,01-04-2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,11 Elmie St,4,h,,SP,Marshall,01-04-2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,5/35 Elphin Gr,2,u,490000,S,Jellis,01-04-2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,1/472 Glenferrie Rd,2,u,620000,PI,hockingstuart,01-04-2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,9/578 Glenferrie Rd,2,u,600000,S,Marshall,01-04-2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,27 Melville St,3,h,,S,Marshall,01-04-2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,10/48 Oxley Rd,3,u,975000,S,Marshall,01-04-2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Heathmont,1/13 Lorienne St,2,h,,SN,Barry,01-04-2017,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council
Heidelberg,9/106 Brown St,2,u,655000,S,Miles,01-04-2017,3084,Eastern Metropolitan,2890,8.9,Banyule City Council
Heidelberg,7 Kent Ct,4,h,1420000,S,Miles,01-04-2017,3084,Eastern Metropolitan,2890,8.9,Banyule City Council
Heidelberg Heights,44 Marie Av,3,h,786000,S,Barry,01-04-2017,3081,Eastern Metropolitan,2947,8.8,Banyule City Council
Heidelberg Heights,71a Porter Rd,2,u,,S,Nelson,01-04-2017,3081,Eastern Metropolitan,2947,8.8,Banyule City Council
Heidelberg Heights,4 Spencer St,3,h,959000,S,Barry,01-04-2017,3081,Eastern Metropolitan,2947,8.8,Banyule City Council
Heidelberg West,1 Mulberry Pde,3,h,720000,S,Fletchers,01-04-2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Highett,30 Avoca St,4,t,,PI,Hodges,01-04-2017,3190,Southern Metropolitan,4794,16,Bayside City Council
Highett,2 Hazel Av,3,h,1322000,S,Buxton,01-04-2017,3190,Southern Metropolitan,4794,16,Bayside City Council
Highett,13 Morley Cr,4,h,,PI,Buxton,01-04-2017,3190,Southern Metropolitan,4794,16,Bayside City Council
Hillside,5 Anastasia Ct,4,h,612500,S,Sweeney,01-04-2017,3037,Western Metropolitan,5556,18,Brimbank City Council
Hillside,8 Honeysuckle Av,4,h,630000,SP,Prof.,01-04-2017,3037,Western Metropolitan,5556,18,Brimbank City Council
Hoppers Crossing,98 Barber Dr,4,h,715000,S,Greg,01-04-2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,12 Clay Av,3,h,,S,YPA,01-04-2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,30 Elder Rd,4,h,686500,S,Ray,01-04-2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hughesdale,2 Arthur St,2,h,1065000,S,hockingstuart,01-04-2017,3166,Southern Metropolitan,3145,12.3,Monash City Council
Hughesdale,6A Maroo St,4,h,1355000,S,Woodards,01-04-2017,3166,Southern Metropolitan,3145,12.3,Monash City Council
Huntingdale,31 Berkeley St,3,h,1145000,S,Ray,01-04-2017,3166,Southern Metropolitan,768,12.3,Monash City Council
Ivanhoe,13 Dalveen Rd,2,h,792000,S,Nelson,01-04-2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,107 Ford St,3,h,1440000,SP,Nelson,01-04-2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,24 Latham St,4,h,,S,Nelson,01-04-2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,3/6 Merton St,2,u,660000,VB,Miles,01-04-2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,4 Meryton La,3,h,1977000,S,Miles,01-04-2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,81 The Boulevard,3,h,1840000,SP,Nelson,01-04-2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,123 Valentine St,4,h,1275000,PI,Haughton,01-04-2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe East,30 Townsend St,3,h,1781000,S,Nelson,01-04-2017,3079,Eastern Metropolitan,1554,7.8,Banyule City Council
Jacana,42 Hales Cr,3,h,575000,S,YPA,01-04-2017,3047,Northern Metropolitan,851,14,Hume City Council
Jacana,14 Landy Rd,3,h,542000,S,Barry,01-04-2017,3047,Northern Metropolitan,851,14,Hume City Council
Keilor Downs,18 Wimmera Cr,3,h,569000,S,Barry,01-04-2017,3038,Western Metropolitan,3656,15.5,Brimbank City Council
Keilor East,3 Ash Gr,3,h,950000,S,Nelson,01-04-2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,20 Border Dr,4,h,850000,S,Nelson,01-04-2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,60 Clarks Rd,3,h,,S,Brad,01-04-2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,165 Sterling Dr,3,h,756000,S,Barry,01-04-2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,1/33 Surrey Dr,3,h,,SP,Barry,01-04-2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,42a Wonganella Dr,3,u,680000,S,Brad,01-04-2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Kensington,14/8 Mawbey St,1,u,360000,VB,Edward,01-04-2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kensington,202/60 Speakmen St,1,u,325000,PI,Edward,01-04-2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kensington,141 Stockmans Wy,4,h,1103000,S,Jellis,01-04-2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kensington,123 The Crescent,2,h,901000,S,Purplebricks,01-04-2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kensington,100 Westbourne Rd,2,t,,SN,Edward,01-04-2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kew,4/178 Brougham St,2,u,653000,S,Jellis,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,17 Byron St,4,h,,S,Jellis,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,45 Cobden St,3,h,,SP,Marshall,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,119 Derby St,3,h,2000000,S,Noel,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,24 Disraeli St,3,h,,SN,Kay,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,10 Ferguson St,4,h,1610000,S,Marshall,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,66 Fitzwilliam St,3,h,,S,Jellis,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,30 Hodgson St,3,h,,PN,Philip,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,9 Kellett Gr,4,h,2315000,SP,Marshall,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,2 Lalla Ct,3,h,1050000,VB,Jellis,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,19 Miller Gr,3,h,,S,Marshall,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,36 Normanby Rd,3,h,2155000,SP,Marshall,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,15/152 Princess St,3,u,830000,SP,Jellis,01-04-2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew East,15 Cole Av,5,h,,SP,RT,01-04-2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
Kew East,6 Meldrum St,4,h,1770000,S,Jellis,01-04-2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
Keysborough,12 Warragamba Ct,3,h,600000,PI,Ray,01-04-2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
Kingsville,28 Chirnside St,3,h,,PI,Village,01-04-2017,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council
Kingsville,29 Queensville St,3,h,,PI,hockingstuart,01-04-2017,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council
Kingsville,26 Wales St,3,h,,SP,Jas,01-04-2017,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council
Knoxfield,22 Lakewood Dr,4,h,,SN,Barry,01-04-2017,3180,Eastern Metropolitan,2949,23.3,Knox City Council
Kurunjang,33 Skipton St,4,h,,SN,Barry,01-04-2017,3337,Northern Victoria,3553,31.7,Melton City Council
Lalor,1 Hammersley Ct,3,h,592000,S,Iconek,01-04-2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Lilydale,20 Harmony Cl,4,h,,PN,Stockdale,01-04-2017,3140,Eastern Victoria,6732,29.9,Yarra Ranges Shire Council
MacLeod,19 Kinlock St,5,h,,S,Barry,01-04-2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,23 Lookout Ri,4,h,1120000,VB,Miles,01-04-2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,2/12 Oban Wy,3,u,710000,S,Darren,01-04-2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,62 Strathallan Rd,3,h,915000,S,Ray,01-04-2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
Maidstone,8 Mandrel St,2,u,,PI,Barry,01-04-2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Malvern,12/9 Ascot St,1,u,360000,PI,Sotheby's,01-04-2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,21 Embling Rd,4,h,2400000,VB,Marshall,01-04-2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,9/423 Glenferrie Rd,3,h,1350000,S,Kay,01-04-2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,6/12 Irving St,1,u,450000,S,Jellis,01-04-2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,2A Robinson St,4,h,,SN,Abercromby's,01-04-2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern East,28 Cairnes crescent,3,h,,S,hockingstuart,01-04-2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Malvern East,12 Darling Rd,3,h,2000000,S,Woodards,01-04-2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Malvern East,2/37 Darling Rd,3,t,1150000,VB,Marshall,01-04-2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Maribyrnong,29 Hillsdale Av,3,h,813000,S,RT,01-04-2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
Maribyrnong,11/97 Raleigh Rd,2,u,330000,S,Raine,01-04-2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
Maribyrnong,7 Woodruff Av,5,h,1425000,SP,Nelson,01-04-2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
McKinnon,209/66 Bent St,3,u,875000,PI,Buxton,01-04-2017,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council
McKinnon,5 Fitzroy St,2,h,1265000,S,Buxton,01-04-2017,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council
McKinnon,48 Lees St,3,h,1200000,SP,Buxton,01-04-2017,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council
Meadow Heights,14 Ironbark Ct,3,h,520000,S,Harcourts,01-04-2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
Melbourne,66/538 Little Lonsdale St,2,u,605000,S,McGrath,01-04-2017,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,814/70 Queens Rd,2,u,649000,PI,hockingstuart,01-04-2017,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,13/30 Russell St,1,u,440000,SP,Harcourts,01-04-2017,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melton,19 Joan St,3,h,431000,S,Raine,01-04-2017,3337,Western Victoria,3600,31.7,Melton City Council
Mentone,13 Coolabah St,4,h,1300000,S,Buxton,01-04-2017,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,5/30 Riviera St,1,u,337000,S,hockingstuart,01-04-2017,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,148 Warrigal Rd,3,t,,S,Obrien,01-04-2017,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mernda,5 Vasari Gdns,4,h,525500,S,Harcourts,01-04-2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Middle Park,19/109 Nimmo St,2,u,800000,S,hockingstuart,01-04-2017,3206,Southern Metropolitan,2019,3,Port Phillip City Council
Mill Park,1/12 Buckmaster Dr,3,h,425000,S,Love,01-04-2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,33 Buckmaster Dr,3,h,595500,S,Harcourts,01-04-2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mill Park,6 Hinkler Dr,3,h,660000,S,Nelson,01-04-2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
Mitcham,5 Fawcett St,4,h,,SN,Noel,01-04-2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Mitcham,12 Milne St,3,h,1300000,SP,Noel,01-04-2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Montmorency,16 Davey Rd,3,h,820000,SP,Fletchers,01-04-2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montmorency,373 Main Rd,3,h,725000,S,hockingstuart/hockingstuart,01-04-2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Moonee Ponds,67 Bowen St,2,h,1180000,S,Nelson,01-04-2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,1 Lawson St,2,h,910000,S,Brad,01-04-2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,33 Lennox St,3,h,887500,S,Rendina,01-04-2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,6 Lethbridge St,3,h,1143000,S,Brad,01-04-2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,110/521 Mt Alexander Rd,3,u,,W,Nelson,01-04-2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,22 Scotia St,3,h,1117500,S,Grantham,01-04-2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moonee Ponds,51 Wordsworth St,3,h,1330000,S,Jellis,01-04-2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
Moorabbin,14 Gwenda Av,2,h,800000,S,Ray,01-04-2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Moorabbin,52 Marrbridge Rd,5,h,1410000,S,Woodards,01-04-2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Moorabbin,2/1015 Nepean Hwy,1,t,457500,S,Buxton,01-04-2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
